Selection,Max,Length
MAORUWCEI,MORCEAU/OMURICE/URAEMIC,7
ARGIRTILA,ARGALI/ATRIAL/LARIAT/LATRIA,6
SENMRISID,MINIDRESS,9
TVUUAEGNM,AUGMENT/MUTAGEN,7
FFITAAPPA,TAFIA/TAPPA,5
TOREZOLXS,LOOTERS/RETOOLS/ROOTLES/TOOLERS,7
UDHEGIKCA,GAUCHE/HACKED/HUCKED,6
TDHERAROM,MORTARED,8
SFELIASOW,SAWFLIES,8
AUIELLNTR,TELLURIAN,9
TPOICUEIQ,PICQUET,7
EEOIPSNRR,ISOPRENE/PIONEERS/PRISONER,8
IAEGTSSYU,AGEISTS/EUSTASY/TISSUEY,7
IRDOAVISR,ADVISOR/DIVISOR/VIROIDS,7
ONVDUNEFB,BOUNDEN,7
RPEPOITGL,GLOPPIER,8
HNAPSERAA,ANAPHASE,8
GDEQEMACE,EMCEED,6
SDDMRITAU,ATRIUMS/MATSURI/MUSTARD/STADIUM,7
EZISEITRL,STERILIZE,9
SLEERETTA,RESETTLE,8
IAUCDONHN,UNCHAIN,7
TDUINUSBE,UNSUITED,8
LSACRONIL,CARILLONS,9
HEMATDEZA,MEATHEAD,8
ORIFGETMM,GROMMET,7
OAQIAYDPS,POSADA,6
MRNEIBTWE,INTERWEB,8
HEORESGTP,PROTEGES,8
ADGBSRENE,DERANGES/GRANDEES/GRENADES/REBADGES,8
SRGAOLKUA,AROUSAL/KAGOULS/KURSAAL/SAGUARO,7
MOSETTOIN,EMOTIONS/MOONIEST,8
SEMOATAML,OATMEALS,8
AWNGOBSDU,ABOUNDS/BANDOGS/GOBDAWS,7
GDEIOYNER,DREEING/ERODING/GROINED/IGNORED/REDOING/REEDING/REIGNED,7
DHRAVDRAI,VIHARA,6
IOMVBTSAE,OBVIATES,8
SILFGEEER,ELEGIES/ELEGISE/FEELERS/RELIEFS,7
NDRSEAOTE,RESONATED,9
PTESNCAOI,ACONITES/CANOEIST/CANOPIES/CAPONISE/CAPSTONE/CAPTIONS/OPENCAST/PONCIEST/SONICATE,8
EFARTJNIE,FAINTER/FEARTIE/FEINTER/RETINAE/TRAINEE,7
EHULAAPMS,PELHAMS,7
RDOSOYBIE,DOOBREYS/DOOBRIES,8
OAENETLTE,NOTELET,7
JOTDDAIAR,ADROIT/DOTARD,6
ETPOSMTEO,METOPES/MOOTEST/MOTTOES/TEMPEST/TOPMOST,7
XIHAPFEOB,PHOBIA,6
AESLGAUFC,FACULAE,7
ANUNLAGID,UNLADING,8
UEVHRERNE,NERVURE/REVENUE/UNREEVE/VENERER,7
MSOOWIELD,MIDSOLE/MILDEWS/WOODIES,7
SAIIEIRGN,AIRINGS/ARISING/ERASING/GAINERS/IRISING/NIGIRIS/RAGINIS/RAISING/REAGINS/REGAINS/SEARING/SENARII,7
AEPSOHGQE,APOGEES,7
JLAVSREUP,PERUSAL/VALUERS,7
OPMNFIEGV,MOPING/MOVING/MPINGO/PIGEON/PIGMEN,6
INAAELULD,UNALLIED,8
KTAGESNTO,NOTATES/ONSTAGE/TANGOES,7
GAIRRTMEO,MIGRATOR,8
ITRIXMONC,CITRIN/CITRON/IRONIC/MICRON/MIOTIC/NITRIC/NITROX/ROTINI/TRIMIX,6
AORRCTEIN,ACTIONER/ANTERIOR/CREATION/REACTION/TRICORNE,8
LSFEIESEC,FLEECES/SELFIES,7
UROEBREZE,BOURREE,7
EESRWESFO,FORESEES,8
IISTFNGEU,FISTING/IGNITES/SIFTING/SUITING/TIEFING/UNIFIES/UNITIES/UNITISE,7
BEPRALOAS,BRESAOLA/PARABLES/SPARABLE,8
RASEOUIRS,ROSARIES,8
LJBDIENOU,UNBOILED,8
ROIGEDLAR,DARIOLE/GIRDLER/GLORIED/GODLIER/LARDIER,7
NUHYEOELI,HENLEY/UNHOLY,6
NCMEDOICR,CORNICED,8
THHZPEEUA,HUTZPAH,7
ITETSARIA,AETATIS/AIRIEST/ARTIEST/ARTISTE/ATRESIA/ATTIRES/RATITES/SATIATE/STRIATA/STRIATE/TASTIER,7
UDSCSEWIO,DISCOES/ESCUDOS,7
LATNRUDTO,NODULAR/OUTLAND/ROTUNDA,7
AITONHREB,BARITONE/OBTAINER,8
ISSECEFAN,FASCINES/FIANCEES,8
NGVEKSIEE,SEEKING,7
RELLTIGAR,GRILLER/LITERAL/RALLIER/RETIRAL/RETRIAL/TALLIER/TILLAGE/TRAILER/TRILLER,7
ATOUYDDOP,PAYOUT,6
FPEHESORO,OOSPHERE,8
WMAQNAUET,MANTEAU,7
MAETDOUSM,MADTOMS/STUMMED,7
IYTOOSITM,OTIOSITY,8
FNHITEUXB,TUBIFEX,7
NANSRALET,LANTERNS,8
USOEERGMZ,GRUESOME,8
ADRMAUDSF,MARAUDS,7
SRELAREOT,OLEASTER/REALTORS/RELATERS/RELATORS/RELEASOR,8
LKREEOFAC,ECOFREAK,8
OUDEICWPI,COPIED/COUPED/COWPED/UPCODE,6
TSTHEAMYI,AMETHYST,8
IEDLERGNA,ENGRAILED/REALIGNED,9
ENTOAPXNE,EXPONENT,8
PEIBADUTL,DUBPLATE/DUTIABLE,8
TEAEEUTWH,TEETHE,6
CEIEDNRAO,DERACINE,8
TEVIOUAMN,AMNIOTE/MANITOU/TINAMOU,7
OESRIRSGO,GROSSER,7
CAUOGTQNA,GUANACO,7
RAEATMOVI,AVIATOR/VARIATE/VOMITER,7
RISIDLSEO,IDOLISERS,9
SAOGLRUZE,GAOLERS/GLAZERS/REGULOS/ZEALOUS,7
OLTTEUDTI,DILUTE/DOTTLE/LOTTED/OUTLET/TILTED/TITLED/TITTLE/TOILED/TOILET/TOTTED/TOUTED/TUTTED,6
RIEMPUIJA,JUMPIER,7
OOGOBIRDC,BIRDO/BORIC/BROOD/CORGI/CRIBO/DOBRO/DORGI/DROOB/DROOG/GOODO/GORDO,5
REAUPHEYO,EPHYRAE,7
TNUIZAFOW,FAINT/FITNA/FOUNT/FUTON/TOWAI/TWAIN/UNFIT/WAIFU/WITAN,5
SAREETBAN,ANTBEARS/ARSENATE/RATSBANE/SERENATA,8
EEDKMINRU,DEMINER/ERMINED,7
SPENPIGLO,PEOPLING/SLOPPING,8
OXSEIVNTU,ENVIOUS/NIVEOUS/OUTVIES/VEINOUS,7
RMSISAROG,ORGASMS,7
OETKETTHA,TAKETH,6
ABANXISRL,BASILAR,7
CEOUSMSMD,ESCUDOS/MOUSSED/SCUMMED,7
AEONSIRQP,ORPINES/PANSORI/PARISON/PERSONA/SOAPIER,7
DJOBITELO,BLOOIE/BOILED/BOLIDE/BOLTED/BOODIE/BOODLE/BOOTED/BOOTIE/DOOBIE/JILTED/JOLTED/LOOTED/OOLITE/TOILED/TOOLED/TOOLIE,6
ARREPYETG,GREATER/PEARTER/TAPERER,7
AESBNOETO,BONESET/BOOTEES,7
MSZUNOIHA,AINHUM/AMNIOS/ANIMUS/HANSOM/HUMANS/MIZUNA/MUNIAS/MUNSHI/NAZIMS/SHUMAI,6
LOADIGDVP,GADOID/GIDDAP/LAPDOG/OGIVAL,6
ENLUSRIAN,UNLEARNS,8
AOPIHRUEH,EUPHORIA,8
NNLEOIRPA,NONPAREIL,9
WMJEODTOE,DEMOTE/EMOTED/MEOWED/MOOTED,6
EASICABSN,ABSCISE/BAASIES/INCASES/SCABIES,7
XATRAEPER,PATERAE/PEARTER/TAPERER,7
UDRTIARNE,INDURATE/INTRUDER/URINATED,8
SDEEMDVGO,DODGEMS,7
SEACLAUSK,CASUALS/CLAUSES/SUCKLES,7
EOETELPDN,DEPLETE/PENTODE,7
OLZDIIEMT,DELIMIT/IDOLIZE/LIMITED,7
TOSSEVRUN,TONSURES,8
RDEBEICWE,DWEEBIER,8
ESENEVAPI,PEAVINES,8
SDANEMOUR,ENAMOURS/MADRONES/MAUNDERS/NEUROMAS/RANSOMED/SURNAMED,8
GHAXOPNUI,HOAXING,7
OSTRROTGO,GROTTOS,7
JEICBUIPN,INCUBI,6
KTEAQSDLA,STALKED,7
CMITAEGWL,CLIMATE/GAMETIC/METICAL,7
EATSRTLAA,RATTLES/STARLET/STARTLE/STRATAL/TARATAS,7
TAOATYNMP,ANATOMY/APTONYM/TYMPANA,7
XNFIILEAR,AIRLINE/RELAXIN,7
OFNIOGBER,BONFIRE/BOOFIER/FOREIGN/FORGONE/GOOFIER/ROOFING,7
TELAAPSEQ,PALATES,7
DWGSCEETE,EGESTED,7
USOINITAD,AUDITIONS,9
ARBSLROVE,ABSOLVE/BARRELS/BRAVOES/SEROVAR/SOLEBAR/VERBALS,7
ODPHKELRU,UPHOLDER,8
NAGBEESMT,BASEMENT,8
DOTUEERST,ROSETTED/ROUSETTE/TETRODES,8
AOJEUUPDS,PAEDOS/PAUSED/PSEUDO/SOAPED/SOUPED,6
WERFTGBAI,GIFTWARE,8
NUVOORSEN,NERVOUS/NEURONS/NOONERS/ONEROUS,7
AMERSHEEA,MAHSEER,7
DUMCOABCI,BOCCIA/CUBOID/CUMBIA/MUCOID,6
KDIEXAIST,KEITAIS,7
MNASBHELA,BASEMAN/MABELAS/SHAMBLE,7
ELYAGBORT,BLOATER/BORGATE/GLOATER/GREATLY/LEGATOR/RETABLO,7
LDIEACORS,CALORIES/CARIOLES/CORDIALS/DARIOLES/IDOCRASE/RADICLES/SCLEROID,8
OTNODUMNI,MONTUNO,7
ETFURPIGO,FOREGUT/GOUTIER/GROUPIE/PIROGUE/POUFIER/POUTIER,7
TCEEKRIRO,CORKTREE,8
NDERATFOA,FRONTED,7
EONAGTILC,GELATION/LEGATION/LOCATING,8
YLCEMOEOG,ECOLOGY,7
RUSIATLEM,ALTRUISM/MURALIST/MURIATES/SIMULATE/ULTRAISM,8
ZPEOORDSW,POWDERS/SPOORED/SWOOPED,7
WNRIBEUNA,WEBINAR,7
OXEIMLTSR,EROTISM/LOITERS/MILTERS/MOISTER/MORTISE/MOTLIER/TOILERS,7
TDOQIIUNP,DUPION/PINOUT/PUNDIT/UNIPOD,6
PGSVDEAOO,SPOOGED,7
UEKTSIAIF,KEITAIS,7
UTPSEENOR,NEUTERS/OPENERS/PENTOSE/PETROUS/POSTERN/POSTURE/POUTERS/PRESENT/PRONEST/PROTEUS/PUNSTER/PUNTERS/REOPENS/REPENTS/REPUTES/RETUNES/SERPENT/SPOUTER/TENURES/TONSURE/TOUPEES/TROUPES/TUREENS/UNROPES,7
RARTTIIOP,PORTRAIT,8
ZFONMUANG,GUNMAN,6
LSDEOSUOA,LASSOED,7
UAOTDYANB,BUOYANT/DAYBOAT,7
CALERWPIA,CALIPER/REPLICA,7
IEILODCEL,COLLIDE,7
RETIDSAWN,DETRAINS/RANDIEST/STRAINED,8
EBEGSTUES,BUSTEES,7
HIITSLOOZ,OOLITHS,7
IRSMEUPRK,KRUMPERS/PRIMEURS/SPRUIKER,8
CRAPVOUET,CARVEOUT,8
AIAFERMPD,FIREDAMP,8
NOAEISTGW,SWEATING,8
ADXOSITER,ASTEROID/EXTRADOS/OXIDATES,8
ALISAORLW,AROLLAS/SOLARIA,7
DALURCMIO,CLAMOUR/CORDIAL/DOMICAL/MODULAR,7
OEFNONETA,NEONATE,7
OETRSSDEI,DOSSERET/EDITRESS/OERSTEDS/RESISTED/STEROIDS,8
IHOENAALN,AEOLIAN/ALANINE,7
SCMDOTOIO,OSMOTIC/TOMCODS,7
WACSSLAIA,WASSAIL,7
ATGPFISEN,FEASTING,8
UDAEUCGPN,UNCAGED/UNPAGED,7
IEBGAMZTE,MEGABIT,7
LOGOMERAN,ALMONER/LEGROOM/MANGLER/MEGARON/MONGREL/MOORAGE/OREGANO,7
CEULPORID,CLOUDIER/CLUPEOID,8
HTOEBNAKI,BEATNIK/BETHINK,7
IROELVEUH,OVERLIE/RELIEVO,7
GEGLQPASE,PELAGES,7
RDTNASEPI,DIPTERANS,9
ITUELRTAB,REBUTTAL,8
XCRPRFAIE,CARPER/FAIRER/FERRIC/FIACRE/PACIER/PARRIE/PREFIX/PRICER/RACIER/RAPIER/REPAIR,6
MODAHWIAN,MAHONIA,7
UJIESETLS,ILEUSES/TIELESS,7
NTRSAGOIO,ROGATIONS,9
ADDNFOAET,DONATED,7
LOPCTIEZN,LEPTONIC,8
OBPETANED,ADOPTEE/NOTEPAD/PENTODE/TONEPAD,7
UAVSFIOTC,FACTIOUS,8
RIITRREDE,DIRTIER/RETIRED/RETIRER/RETRIED/TERRIER/TIREDER,7
IWEGRMOLA,AIRGLOW/GLOWIER/LOAMIER,7
AOETPPDSL,STOPPLED/TADPOLES,8
RINOSEGHA,HEARINGS/ORANGISH/ORGANISE/ROGAINES/SHEARING,8
TEINTAOES,ANISETTE/NOISETTE/TAENITES/TEOSINTE/TETANISE,8
ESTPNOEIH,PHONIEST,8
GOQABSDAT,ADBOTS,6
RMIGUOCEN,GENOMIC/INCOMER/NUMERIC/OMURICE,7
NHUUEZDIC,CHINED/EUNUCH/INCHED/INDUCE/NICHED/ZINCED,6
MCASEPNAM,SPACEMAN,8
BNOQERISU,BRUNOISE,8
LOOAKRSER,ROSEOLAR,8
ITAESNOSY,ATONIES/ENTASIS/NASTIES/NOSIEST/SESTINA/SOSATIE/TANSIES/TISANES,7
AGFSPEWOU,AGUES/GAPES/GAWPS/OUPAS/PAGES/PASEO/PAUSE/PEGOS/POUFS/SWAGE/USAGE/WAGES,5
AFOCROURB,ARBOUR/FOOBAR,6
IEDFITTEP,FITTED/PETITE/PETTED/PITIED/PITTED/TIEFED,6
DAWPNUGEA,UNPAGED/UNWAGED,7
EMRIGITSH,GITHERIS/GRIMIEST/MIGHTIER/RIGHTIES/RIGHTISM/TIGERISH,8
ESHYRNOAA,HEARSAY/HOARSEN/HYAENAS/NOSHERY/SENHORA,7
TARGESNIM,EMIGRANTS/MASTERING/STREAMING,9
SAUIFLITE,FISTULAE,8
IOSGAMSUL,GLIOMAS,7
BWLIAEHUM,WEBMAIL,7
TOOUTVERD,OUTDROVE/OUTVOTED,8
ZSEAFNASO,FOSSAE/SEASON,6
UINETRRGE,GENITURE,8
DSTXJAOEP,ADEPTS/ADOPTS/DEPOTS/DESPOT/DOPEST/EXPATS/PAEDOS/PASTED/POSTED/SEXPOT/SOAPED/STOPED,6
IAGDEENTO,ENDGATE/GOATEED/GODETIA/NEGATED/TANGOED,7
INTRLUMAE,RUMINATE/TENURIAL/TERMINAL/TRAMLINE,8
QPSPANTEI,NAPPIEST,8
JOTGESOCI,COGITOS/COOTIES/GOOIEST,7
ISLEDEDVT,DELISTED/DESILTED/DIVESTED,8
MAGSOSIYI,ISOGAMY,7
BASATMUOT,AUTOMATS,8
NKAARCDEI,RADIANCE,8
ASIESUNCD,ACIDNESS/ISSUANCE,8
KLECOPFOR,FORELOCK,8
AAFGBRLOE,ALGEBRA/FLEABAG/FREGOLA,7
BNSTGEOAR,BARONETS/NEGATORS/RAGSTONE,8
OVANHIGOS,SHAVING/SHOOING/SHOVING,7
EMPDLIRIO,DIMPLIER/IMPLORED/IMPOLDER,8
TSUATNECR,TRUNCATES,9
TEKDAEMFR,MARKETED,8
EUJNTDLAT,ATTUNED/JAUNTED/TAUNTED,7
IIOSENTPC,PONCIEST,8
BCOEFAUDZ,ABODE/ADOBE/BOEUF/COUDE/CUBED/DAUBE/DECAF/DOUCE/FACED/FAZED/FUZED,5
SESISERQL,RESILES/SESSILE,7
RTEXARGEE,ETAGERE/GREATER/GREETER,7
OEMPIENAL,EMPANEL/EMPLANE/IMPANEL/MANIPLE/OPALINE,7
IEENEGCOD,GENOCIDE,8
UYOSARHON,HONOURS,7
RETIABACT,BACTERIA/BRATTICE,8
ETRDXSEIE,EXSERTED/REEDIEST,8
RUQSEMNIV,QUIVERS,7
TELROEDUA,ALERTED/ALTERED/AUREOLE/DELATOR/LEOTARD/RELATED/ROULADE/TORULAE/TREADLE/URODELE,7
BTESEOJAR,AEROBES/BEATERS/BERATES/BOASTER/BOATERS/BORATES/JERBOAS/REBATES/REBATOS/ROSEATE,7
AGGOMDZPU,GAZUMP,6
OSAAUMSMT,SATSUMA/TSAMMAS,7
MAJOTITQO,MOJITO/TOMATO,6
SREAAILCD,CALDERAS/RADICALS/RADICLES/SALARIED/SIDALCEA,8
GNSBEIDAE,DEBASING,8
ZDESROAIT,ASTEROID,8
OAMTGOAPK,GAOKAO/KATOGO/OAKTAG,6
SFSENHUAI,HESSIAN/INFUSES/SUNFISH,7
VTRRACELE,CERVELAT,8
NGGIPIUEN,PEINING/PENGUIN/PINGING/PINGUIN,7
LUASERDDE,DELUDERS,8
UMAETEWER,MATURE/MEETER/TEAMER,6
ETWBROPUR,PERTURB/TROUPER,7
IEAMLSDEL,LIMEADES,8
NNARODEJD,ADORNED/DENDRON,7
GRNAOMOGI,GROOMING,8
IATFOZDSH,TOADFISH,8
ANOYEASIT,ATONIES/TAENIAS,7
IRORTOTIG,GROTTO,6
ILPNARENT,INTERLAP/INTERNAL/TRAPLINE/TRIPLANE,8
SSFAIUOTE,ESTUFAS/FASTIES/FIESTAS/SOFTIES/SOSATIE,7
IXESPARWC,SCRAPIE/SPACIER,7
BONMEOUTS,BOUTONS/ENTOMBS/MOONSET/NUMBEST/OUBOETS/UMBONES/UNBOSOM,7
TIMLODYGU,TUMIDLY,7
UNAIREPFM,FIREMAN/FRAENUM,7
NIESDMAIS,DIAMINES/SIDESMAN,8
AIPTNRETE,APERIENT,8
HOCNAIBEV,CENOBIA,7
DGGUILTTO,DITTO/GIGOT/GUIDO/GUILD/GUILT,5
QBEEONTME,ENTOMB/MENTEE/TONEME,6
AELDAOWKO,LOOKED/WALKED,6
IEDABLROP,PARBOILED,9
SUEGENHER,RENEGUES,8
UGIONMRAP,ORIGANUM,8
HUDELIOSN,DELUSION/UNSOILED,8
PSELTOFJE,ELOPES/ELOTES/FLEETS/JOSTLE/PESTLE/POLJES/TOPEES,6
INSSDTUAU,ISSUANT/NUDISTS/SUNSUIT/SUSTAIN,7
DOSBXERER,DESORBER/RESORBED,8
DFOPADUAV,AOUDAD,6
IGMEREBUL,BEGUILER,8
ETEIATCIS,CATTIES/STATICE,7
AAIEPRMSE,ASPERMIA,8
IYOMRNEOG,IONOMER/MOONIER/MOORING/OROGENY/ROOMING,7
ENDDLATRO,ADORNED/DELATOR/DONATED/LADRONE/LEOTARD/TALONED/TODDLER/TRODDEN,7
IFTNEENVA,INFANTE/NAIVETE,7
AELORACHI,ACHIRAL/CALORIE/CARIOLE/CHARLIE/CHOLERA/CHORALE/LORICAE,7
UDUTOEMGA,DOTAGE/DUGOUT/MOATED/OUTAGE/TOGAED,6
ISEWTMERT,EMITTERS/TERMITES,8
WNIUTESPD,DISPUTE/PUNDITS/PUNIEST/PUNTIES/STIPEND/UNIPEDS/UNSWEPT,7
TSEONALEA,ELASTANE,8
UIPONSDTR,DISPORT/DISRUPT/NITROUS/PINOUTS/PUNDITS/TRIPODS/TURIONS/TURNIPS/UNIPODS,7
SMEUARNPO,ENAMOURS/MANROPES/NEUROMAS/SUPERMAN,8
CGIOCSAEB,BOSCAGE/SOCCAGE,7
TEUDEEPTX,DEPUTE/PETTED/PUTTED/PUTTEE/TEXTED,6
GSIATODCE,GODETIAS,8
RNICNEUBE,BRUCINE/CRUBEEN,7
WRODNLAEU,EUROLAND/UNLOADER,8
ORISTOIYA,AORIST/ARIOSO/ARISTO/RATIOS/ROASTY/ROOTSY/SATORI/STOORY,6
IEUPSANZH,ASHINE/AZINES/HEIAUS/PUISNE/PUNISH/SUPINE/UNHASP/UNSHIP/UNZIPS/UPSIZE/ZANIES,6
ORKCETLDO,CROOKED/ROCKLET/ROOTLED,7
AUTNEATKT,ATTUNE/TAUTEN,6
VOIERGOAD,AVOIDER/GROOVED/OVERDOG,7
NOIRNGAFP,PROFANING,9
RTELTEITA,LATERITE/LITERATE,8
UISZMDATN,DUSTMAN/MANTIDS/STADIUM/TSUNAMI,7
EONTSEPIA,PAEONIES,8
AGTSIMETR,MAGISTER/MIGRATES/MISTREAT/STERIGMA,8
RESCEORPI,PIERCERS/REPRICES,8
UKHDSOACE,DOUCHES/HOCUSED/SHACKED/SHAKUDO/SHOCKED/SHUCKED,7
NDABOSUCR,SOUNDBAR,8
WTGEAMHUA,ATHAME/GATEAU/GHATAM/HAMATE,6
ERIVDSARD,ADVISED/ADVISER/ARRIVED/ARRIVES/DRIVERS/RAIDERS,7
SSTRTAEAS,ASSARTS/ASSERTS/SASTRAS/STATERS/TASTERS,7
LRIJOIENG,RELIGION,8
MADIPULRE,EPIDURAL/PLUMERIA,8
CMPUBEHUY,BUCHU/BUMPH/BUMPY/CHUMP/CHYME/HUMPY/YEUCH,5
SAODECDGK,DOCKAGE,7
IADEXLWCU,ADIEUX/AUDILE/CAUDEX/CLAWED/DECLAW/WAILED/WAULED,6
TIAARBNFE,ANTBEAR/FAINTER,7
PISGEMROE,PEROGIES/PROMISEE/REIMPOSE,8
IIMBESZAN,SIMAZINE,8
TSOGNAIHO,SHOOTING/SOOTHING,8
AUNEFOGVG,GANGUE,6
NHDSOEETE,DENOTES/SEETHED/SHEENED/SHEETED,7
AGNSWERIO,ORGANISE/ROGAINES/SWEARING/WAGONERS,8
OTXERMITO,EXTORT/MOOTER/ROOMIE/TOOTER/TORTIE/TOTIER,6
DLEUSEIGR,GUILDERS/LEISURED/SLUDGIER,8
RUTTEMDHE,MUTTERED,8
TISYCIRAL,LYRICIST,8
KSADFULOO,AFLOOD/DOOFUS/DOULAS/FLOODS/KLOOFS/LADOOS/LOOFAS,6
THQEITEBB,TEETH/THEBE/TITHE,5
NRILAIPLU,NAUPLII/PILULAR,7
EREDITDSP,DERPIEST/PRESIDED/PRIESTED/RESPITED/SPIDERED,8
UENGATRWE,GAUNTER/GRANTEE/REAGENT/TUNEAGE,7
HVLEFGEAU,LEAGUE,6
SNNIQEUPN,EQUIPS/PIQUES/PUISNE/QUINES/SEQUIN/SUPINE/UNNIES/UNPINS,6
SCVADTERI,VERDICTS,8
LTGBOMERE,TEMBLOR/TREMBLE,7
YMOMEMRSI,MEMOIRS/MOMMIES,7
TSIUATAAN,ATTAINS,7
IPFTREIUU,FIREPIT,7
AULEDOLIR,ALLURED/DALLIER/DARIOLE/DIALLER/RALLIED/ROUILLE/ROULADE,7
OPANMSRSA,OARSMAN/PARAMOS/PARSONS/RAMSONS/RANSOMS/SAMPANS,7
PCITNUDIB,INCUBI/INDICT/INDUCT/PUNDIT,6
ZGEDEESNU,SNEEZED,7
THSAIOAOW,TAIHOAS,7
XQSIRSOTE,RESTIOS/ROSIEST/SORTIES/STORIES/TRIOSES,7
FOUDMAELI,MIAULED,7
RDINAHRLE,HARDLINER,9
NEJPSLOAO,NOPALES,7
LTGEEDBUO,BOULTED/DOUBLET,7
EESKDAPRO,PRESOAKED,9
MEAQOEHNG,HEGEMON,7
ETZROIDTU,DOTTIER/OUTRIDE/TUTORED,7
EBINNDOLT,INDOLENT,8
ORUNEGIWS,SOIGNEUR,8
OASLLUDPN,POUNDALS,8
VARSTSAID,ASSART/DAVITS/RAITAS/SADIST/SASTRA/SATAIS/SATIVA/SISTRA/SITARS/STADIA/STAIRS/TIARAS/TRIADS/VARDAS/VISTAS,6
VTUNLGAPO,GATVOL/LANUGO/NOUGAT/PLUTON/PONGAL/PUTLOG/VOLANT,6
MRAESYARC,AMSCRAY/CAMERAS,7
CAFGEOIEM,CAMOGIE,7
UIRDRPIAT,DIAPIR/IRRUPT/PUTRID/RITARD,6
IRPONLAEM,PROEMIAL,8
DALSWNOAE,WALDOES/WEASAND,7
OAIPDTGNI,ADOPTING/OPIATING,8
VNOEDLSSU,LOUDNESS/UNSOLVED,8
ETCMASEEX,EMCEES/ESTEEM/EXACTS/EXEATS,6
PTSTLALEI,PALLIEST/PASTILLE/SITTELLA,8
PIOFSHSOE,OOPSIES,7
OERRINSUD,INDORSER/ROUNDERS,8
CREEIUBNU,BRUCINE/CRUBEEN,7
MEDIEAATY,DAYTIME/MEDIATE,7
TTIADOERR,ATTIRED/DOTTIER/RATTIER/ROTATED/TARDIER/TARRIED/TARTIER/TRAITOR,7
RNQEBOADO,BANDORE/BRADOON/BROADEN/ONBOARD,7
YECIGGODR,CROGGIE/DOGGIER/ERGODIC/GEORGIC,7
AJEALINTM,LAMINATE,8
REESREOUT,REROUTES,8
UGGEUXSCA,GAUGES,6
VIPCLDIET,CITIED/DELICT/DEPICT/ELICIT/PELVIC/PITIED,6
AZCUBNSEI,ACINUS/AZINES/CABINS/CASEIN/CEIBAS/INCASE/INCUSE/SABICU/UNCASE/USANCE/ZANIES,6
FODESCMLA,SOLACED,7
OIMINRRKL,KILIM/MILKO/MINOR/MIRIN,5
IPLRROKEI,PORKIER,7
GAOYASAEN,NOSEGAY,7
SJOCHRLEU,CLOSURE/COLURES/LOUCHER/LURCHES,7
NANTAWTAE,TANNATE,7
DSOEFXNUU,FONDUES/UNFUSED,7
ICOBLAEME,ALEMBIC/AMOEBIC/CEMBALO/EMBOLIC,7
MIEPTUSEN,NUMPTIES/UMPTEENS,8
SAIIZDNSO,DANIOS/SAISON/SANDOS,6
RPGDITEOM,IMPORTED,8
BSTEURUGL,BLUSTER/BUGLERS/BURGLES/BUTLERS/GLUTEUS/REGULUS/SUBTLER/TUBULES,7
LKSEUOLNU,LUNULES,7
CEGASSEIT,AEGISES/AGEISTS/ASCITES/CAGIEST/EASIEST,7
CWMANOEJP,COWMAN/COWMEN/COWPEA/ENCAMP/MOPANE/POMACE/WEAPON,6
DDIODNFIT,FINITO,6
STPLAAEAS,ATLASES/PALATES/PASSATA/PASTELS/STAPLES/TAPLESS,7
LNRIOOEAL,AILERON/ALIENOR/LLANERO/LOONIER,7
AOEUWMFTR,FORMATE/FOUMART/OUTWEAR,7
NEVDXOSUA,DOUANES/UNSAVED,7
EPRAAISER,PAREIRA/PARRIES/PERRIES/PRAISER/RAPIERS/RASPIER/REAPERS/REPAIRS/REPRISE/RESPIRE/SPIRAEA,7
EQTOHIMBT,BOTHIE/HOTTIE,6
OSRKUXAEL,ARKOSE/AROUSE/LAKERS/LOUSER/REALOS/SEXUAL/SOAKER/SOLERA/SULKER,6
OTESOVNNN,NONETS/NONNOS/SONNET/TENONS/TENSON/TONNES,6
FERMCIRGE,FIERCER/GERMIER/GRIEFER,7
PGOIAFNEE,EPIGONE/PEONAGE,7
RDAWSOSRE,DROSERAS/WARDRESS,8
RLEMLIEOR,LORIMER/ROLLIER,7
ASQTISHUD,SHIATSU,7
IDESOAAPY,ADIPOSE,7
BBGUTFNEE,BUNGEE,6
IOIFTLTYM,MOTILITY,8
DFNOIERAG,FIRENADO/FRONDAGE/ORGANDIE,8
LQPOUITOU,PILOT/POILU/POLIO/POULT/QUILT/QUIPU/QUOIT/TOPOI/TULIP,5
IAOISBWNR,RAINBOWS/ROBINIAS,8
ENWOOISLG,LONGWISE,8
ESMNSAAME,ENEMAS/MAMEES/MANSES/MENSES/MESSAN/NAMMAS/SAMANS/SEAMAN/SEAMEN/SESAME,6
ORNOIFDET,FORDONE/FRONTED,7
ELRSACATO,ESCALATOR,9
GENECMYDA,ENCAGED/ENDGAME/MENACED,7
DAUITTJFE,FATTED/FITTED/JUTTED/TUFTED,6
FIRPEDAUT,DIPTERA/FRUITED/PARTIED/PIRATED/UPRATED,7
DONEIRESY,DENIERS/DERNIES/ENDORSE/INDORSE/NEREIDS/RESINED/ROSINED/YONDERS,7
IUMNPTNAO,MOUNTAIN,8
APDOICEWE,APIECE/COPIED/COWPEA/COWPED/PEACED/PIECED,6
OBLOEETRT,BEETROOT,8
DADEAKALG,GELADA,6
SRISIROGW,RIGORS/SIGRIS/WIRRIS,6
GDNMFUFAU,DUNAM/FUNDA/MAUND,5
NIOCOTOJV,CONVO/COVIN/JOINT/ONTIC/TONIC,5
